startsAt,open,high,low,close,volume,quoteVolume
1542643200,157.62117213,158.04990633,152.48070519,157.28424350,1494.48991974,230615.53849273
1542646800,157.00000000,157.27400000,154.61055980,155.36762392,115.64046323,18041.21063612
1542650400,156.03731120,156.60000000,153.30000001,154.01999999,282.68526510,43736.53528302
1542654000,154.74781549,157.55049549,153.30000000,156.84869273,405.28165542,62891.08863617
1542657600,155.88982726,157.52943874,154.07964466,154.07964466,227.85468287,35403.08261702
1542661200,153.69000000,153.93783770,146.78765563,151.72928014,383.60532204,57535.47237771
1542664800,151.53735739,154.02985102,150.00000000,152.80191305,299.54982851,45376.51845210
1542668400,151.33166903,154.00000000,151.00000000,151.00000000,392.01956499,59940.78984805
1542672000,151.00000000,152.40000000,150.00000000,152.40000000,308.14529884,46544.86010787
1542675600,152.22039945,152.22039945,151.10853386,151.24000001,14.35797836,2172.08419554
1542679200,151.74315711,154.29461528,151.26801115,153.54714626,360.20748647,55048.32157405
1542682800,153.66763828,153.66763828,150.85504681,150.93000001,55.43749845,8408.28255240
1542686400,151.20000000,152.29494266,147.49382890,147.51260895,73.22974398,10939.88526097
1542690000,147.52257844,149.00000000,144.22073336,144.91000000,658.42654585,95966.63614489
1542693600,144.91000000,145.50000000,137.34377881,140.60000000,2595.48134660,364981.58819070
1542697200,140.82000001,142.22999993,138.99900000,138.99900000,485.17434059,68059.87357052
1542700800,139.00000000,139.15999997,127.58826970,133.64836206,3449.86923517,458944.02355882
1542704400,132.90040894,139.00000000,132.90040893,135.70000000,4563.99756924,621267.54369187
1542708000,135.70000000,140.99999999,135.55108492,138.20999997,2602.63909182,359856.98068762
1542711600,137.69000000,137.97000000,134.07000009,135.38295671,854.36226466,116940.82845719
1542715200,134.34199069,139.59279453,134.34199069,137.41000000,688.97836519,94344.19739927
1542718800,137.00000000,137.47989719,135.87441065,136.77451186,269.21290592,36775.60198709
1542722400,136.20000000,147.00000000,135.51000001,144.32224799,1065.39752225,150262.02200245
1542726000,143.65000000,148.76393994,142.68186947,148.76393994,1467.31920946,212645.78579608
1542729600,148.76393993,150.45451482,145.11602324,147.40000000,402.73246340,59416.20608439
1542733200,148.01741283,148.01741283,140.84869273,141.25474197,621.73606627,88840.04172476
1542736800,140.83729506,142.01742507,139.29301122,142.01742507,208.45465430,29446.44899792
1542740400,142.07425477,143.34644485,139.70586116,139.86771762,152.50483512,21524.23934022
1542744000,140.77179989,140.77179989,131.73514092,136.10000000,2159.33225405,292409.39939941
1542747600,135.97849525,139.50094462,134.15141838,137.53000000,913.95143641,125462.93663978
1542751200,137.53420240,138.05386572,131.93857668,133.00000000,285.55736317,38296.46596412
1542754800,131.93857669,134.86199995,128.99000000,133.66000000,886.40920555,116553.93489358
1542758400,133.66000000,134.30882523,129.22270987,129.89000000,401.33174902,53073.77806771
1542762000,130.03000000,130.63000000,127.45000000,129.33376423,711.26024379,91398.48820885
1542765600,129.63186465,137.36723972,129.63186465,135.17586597,418.64428870,56126.13637223
1542769200,135.94560000,138.47979593,133.80000000,137.75508414,238.10657541,32619.92543445
1542772800,137.25000000,138.53521002,135.58000000,138.53521002,113.30681283,15516.07484376
1542776400,137.80485600,137.80485600,132.00000000,132.00000000,114.87110183,15532.62039594
1542780000,131.89000000,135.84000000,131.45743453,134.82000000,129.91518822,17415.98548351
1542783600,134.60000000,136.62669660,133.70000000,136.62669660,134.15512433,18130.33317003
1542787200,136.32000000,141.11102742,135.83000000,139.80000000,810.00085048,113204.28959905
1542790800,139.60000000,141.99999999,137.89084948,140.90000000,582.49927595,82072.48087848
1542794400,141.00000000,141.18000000,137.31000000,138.31000000,161.34741524,22542.09523723
1542798000,138.47000000,140.37333929,135.85842019,135.85842019,177.09706085,24393.52324665
1542801600,136.33000000,140.90187964,136.33000000,140.44000000,260.76202943,36302.65153089
1542805200,140.07000000,140.07000000,135.50000000,135.89000000,128.36050116,17690.77274760
1542808800,135.89000001,137.02110903,135.00000000,135.77000000,278.66750296,37835.08477935
1542812400,136.76040006,139.00000000,136.00000000,137.72000000,186.51789571,25576.31730612
1542816000,138.09000000,138.88619852,136.38000000,137.07000000,297.41082517,40779.62092040
1542819600,136.60500167,136.92398408,134.07000003,135.87782942,138.37238784,18706.01492067
1542823200,136.25000000,136.46738592,134.68000000,134.95000000,239.53418214,32439.90195316
1542826800,134.50000000,134.78262729,133.66096959,134.26000000,95.91081373,12881.42708950
1542830400,133.72000001,137.18837302,133.72000001,135.00000000,605.74304292,82334.26665218
1542834000,135.80000000,137.82399709,133.22000000,137.10000000,290.23511830,39592.06427148
1542837600,136.51823307,138.86334493,136.51823307,137.60195080,160.29664143,22116.40893416
1542841200,137.06336524,139.22000000,136.80000000,138.35181767,118.56537818,16452.15864282
1542844800,138.50000000,139.00084984,137.18154861,138.22000000,23.16673125,3206.77074143
1542848400,138.04787999,140.09400000,138.04787999,140.09400000,364.50332905,50941.48020869
1542852000,140.05148573,140.09400000,139.00000000,139.45960731,163.26832218,22783.90175865
1542855600,139.45576836,139.47570476,137.79182957,138.45892975,206.45462829,28649.94266956
1542859200,138.47277564,139.25469453,137.34927003,137.43170020,118.49740534,16397.73305930
1542862800,137.61046864,138.95974940,137.33553648,138.95974940,68.96004790,9510.54221511
1542866400,138.67332968,138.67332968,136.80864000,136.80864000,153.47293631,21034.87871490
